Frame; Zeit (in s); Objekt 1 x-Koordinate; Objekt 1 y-Koordinate; Objekt 1 x-Geschwindigkeit; Objekt 1 y-Geschwindigkeit; Objekt 2 x-Koordinate; Objekt 2 y-Koordinate; Objekt 2 x-Geschwindigkeit; Objekt 2 y-Geschwindigkeit; Objekt 3 x-Koordinate; Objekt 3 y-Koordinate; Objekt 3 x-Geschwindigkeit; Objekt 3 y-Geschwindigkeit; Objekt 4 x-Koordinate; Objekt 4 y-Koordinate; Objekt 4 x-Geschwindigkeit; Objekt 4 y-Geschwindigkeit
1001; 1,667E1; -1,428E0; 6,326E0; 2,227E0; 3,684E1; ; ; ;; ; ; ;; ; ; ;
1002; 1,669E1; -1,393E0; 6,834E0; 2,081E0; 3,049E1; ; ; ;; ; ; ;; ; ; ;
1003; 1,670E1; -1,342E0; 7,212E0; 3,079E0; 2,265E1; ; ; ;; ; ; ;; ; ; ;
1004; 1,672E1; -1,303E0; 7,478E0; 2,294E0; 1,598E1; ; ; ;; ; ; ;; ; ; ;
1005; 1,674E1; -1,261E0; 7,617E0; 2,557E0; 8,317E0; ; ; ;; ; ; ;; ; ; ;
1006; 1,675E1; -1,229E0; 7,624E0; 1,881E0; 4,229E-1; ; ; ;; ; ; ;; ; ; ;
1007; 1,677E1; -1,182E0; 7,512E0; 2,847E0; -6,720E0; ; ; ;; ; ; ;; ; ; ;
1008; 1,679E1; -1,151E0; 7,278E0; 1,882E0; -1,400E1; ; ; ;; ; ; ;; ; ; ;
1009; 1,680E1; -1,111E0; 6,905E0; 2,353E0; -2,240E1; ; ; ;; ; ; ;; ; ; ;
1010; 1,682E1; -1,098E0; 6,429E0; 8,033E-1; -2,855E1; ; ; ;; ; ; ;; ; ; ;
1011; 1,684E1; -1,061E0; 5,830E0; 2,202E0; -3,595E1; ; ; ;; ; ; ;; ; ; ;
1012; 1,685E1; -1,011E0; 5,122E0; 2,991E0; -4,247E1; ; ; ;; ; ; ;; ; ; ;
1013; 1,687E1; -9,839E-1; 4,334E0; 1,648E0; -4,725E1; ; ; ;; ; ; ;; ; ; ;
1014; 1,689E1; -9,915E-1; 3,427E0; -4,579E-1; -5,440E1; ; ; ;; ; ; ;; ; ; ;
1015; 1,690E1; -9,204E-1; 2,448E0; 4,264E0; -5,872E1; ; ; ;; ; ; ;; ; ; ;
1016; 1,692E1; -9,222E-1; 1,425E0; -1,057E-1; -6,136E1; ; ; ;; ; ; ;; ; ; ;
1017; 1,694E1; -8,799E-1; 3,462E-1; 2,537E0; -6,472E1; ; ; ;; ; ; ;; ; ; ;
1018; 1,695E1; -9,199E-1; -7,623E-1; -2,402E0; -6,650E1; ; ; ;; ; ; ;; ; ; ;
1019; 1,697E1; -8,997E-1; -1,907E0; 1,212E0; -6,865E1; ; ; ;; ; ; ;; ; ; ;
1020; 1,699E1; -8,774E-1; -3,033E0; 1,338E0; -6,753E1; ; ; ;; ; ; ;; ; ; ;
1021; 1,700E1; -8,626E-1; -4,135E0; 8,887E-1; -6,614E1; ; ; ;; ; ; ;; ; ; ;
1022; 1,702E1; -8,242E-1; -5,226E0; 2,306E0; -6,544E1; ; ; ;; ; ; ;; ; ; ;
1023; 1,704E1; -8,128E-1; -6,235E0; 6,798E-1; -6,049E1; ; ; ;; ; ; ;; ; ; ;
1024; 1,705E1; -8,137E-1; -7,201E0; -5,025E-2; -5,797E1; ; ; ;; ; ; ;; ; ; ;
1025; 1,707E1; -8,111E-1; -8,070E0; 1,558E-1; -5,208E1; ; ; ;; ; ; ;; ; ; ;
1026; 1,709E1; -8,014E-1; -8,860E0; 5,773E-1; -4,739E1; ; ; ;; ; ; ;; ; ; ;
1027; 1,710E1; -7,729E-1; -9,567E0; 1,710E0; -4,243E1; ; ; ;; ; ; ;; ; ; ;
1028; 1,712E1; -7,734E-1; -1,012E1; -3,054E-2; -3,329E1; ; ; ;; ; ; ;; ; ; ;
1029; 1,714E1; -8,077E-1; -1,056E1; -2,057E0; -2,623E1; ; ; ;; ; ; ;; ; ; ;
1030; 1,715E1; -8,171E-1; -1,087E1; -5,632E-1; -1,889E1; ; ; ;; ; ; ;; ; ; ;
1031; 1,717E1; -8,319E-1; -1,105E1; -8,858E-1; -1,059E1; ; ; ;; ; ; ;; ; ; ;
1032; 1,719E1; -8,572E-1; -1,108E1; -1,520E0; -2,029E0; ; ; ;; ; ; ;; ; ; ;
1033; 1,720E1; -9,018E-1; -1,098E1; -2,671E0; 5,987E0; ; ; ;; ; ; ;; ; ; ;
1034; 1,722E1; -9,196E-1; -1,075E1; -1,072E0; 1,396E1; ; ; ;; ; ; ;; ; ; ;
1035; 1,724E1; -9,374E-1; -1,038E1; -1,067E0; 2,247E1; ; ; ;; ; ; ;; ; ; ;
1036; 1,725E1; -9,632E-1; -9,876E0; -1,544E0; 3,005E1; ; ; ;; ; ; ;; ; ; ;
1037; 1,727E1; -1,006E0; -9,246E0; -2,591E0; 3,783E1; ; ; ;; ; ; ;; ; ; ;
1038; 1,729E1; -1,050E0; -8,496E0; -2,635E0; 4,498E1; ; ; ;; ; ; ;; ; ; ;
1039; 1,730E1; -1,142E0; -7,648E0; -5,508E0; 5,084E1; ; ; ;; ; ; ;; ; ; ;
1040; 1,732E1; -1,175E0; -6,737E0; -1,966E0; 5,464E1; ; ; ;; ; ; ;; ; ; ;
1041; 1,734E1; -1,205E0; -5,738E0; -1,835E0; 5,993E1; ; ; ;; ; ; ;; ; ; ;
1042; 1,735E1; -1,260E0; -4,674E0; -3,241E0; 6,382E1; ; ; ;; ; ; ;; ; ; ;
1043; 1,737E1; -1,265E0; -3,575E0; -3,468E-1; 6,593E1; ; ; ;; ; ; ;; ; ; ;
1044; 1,739E1; -1,278E0; -2,460E0; -7,447E-1; 6,686E1; ; ; ;; ; ; ;; ; ; ;
1045; 1,740E1; -1,324E0; -1,307E0; -2,773E0; 6,916E1; ; ; ;; ; ; ;; ; ; ;
1046; 1,742E1; -1,331E0; -1,941E-1; -3,981E-1; 6,678E1; ; ; ;; ; ; ;; ; ; ;
1047; 1,744E1; -1,391E0; 9,239E-1; -3,648E0; 6,707E1; ; ; ;; ; ; ;; ; ; ;
1048; 1,745E1; -1,433E0; 1,987E0; -2,484E0; 6,374E1; ; ; ;; ; ; ;; ; ; ;
1049; 1,747E1; -1,470E0; 3,005E0; -2,206E0; 6,108E1; ; ; ;; ; ; ;; ; ; ;
1050; 1,749E1; -1,522E0; 3,944E0; -3,138E0; 5,635E1; ; ; ;; ; ; ;; ; ; ;
1051; 1,750E1; -1,556E0; 4,789E0; -2,047E0; 5,065E1; ; ; ;; ; ; ;; ; ; ;
1052; 1,752E1; -1,578E0; 5,552E0; -1,343E0; 4,580E1; ; ; ;; ; ; ;; ; ; ;
1053; 1,754E1; -1,608E0; 6,208E0; -1,770E0; 3,933E1; ; ; ;; ; ; ;; ; ; ;
1054; 1,755E1; -1,640E0; 6,746E0; -1,918E0; 3,228E1; ; ; ;; ; ; ;; ; ; ;
1055; 1,757E1; -1,674E0; 7,170E0; -2,070E0; 2,541E1; ; ; ;; ; ; ;; ; ; ;
1056; 1,759E1; -1,690E0; 7,475E0; -9,158E-1; 1,832E1; ; ; ;; ; ; ;; ; ; ;
1057; 1,760E1; -1,702E0; 7,644E0; -7,370E-1; 1,013E1; ; ; ;; ; ; ;; ; ; ;
1058; 1,762E1; -1,729E0; 7,687E0; -1,610E0; 2,582E0; ; ; ;; ; ; ;; ; ; ;
1059; 1,764E1; -1,737E0; 7,607E0; -5,079E-1; -4,788E0; ; ; ;; ; ; ;; ; ; ;
1060; 1,765E1; -1,767E0; 7,399E0; -1,776E0; -1,248E1; ; ; ;; ; ; ;; ; ; ;
1061; 1,767E1; -1,791E0; 7,071E0; -1,474E0; -1,969E1; ; ; ;; ; ; ;; ; ; ;
1062; 1,769E1; -1,801E0; 6,621E0; -5,873E-1; -2,698E1; ; ; ;; ; ; ;; ; ; ;
1063; 1,770E1; -1,817E0; 6,043E0; -9,297E-1; -3,467E1; ; ; ;; ; ; ;; ; ; ;
1064; 1,772E1; -1,815E0; 5,376E0; 1,047E-1; -4,002E1; ; ; ;; ; ; ;; ; ; ;
1065; 1,774E1; -1,820E0; 4,601E0; -2,785E-1; -4,646E1; ; ; ;; ; ; ;; ; ; ;
1066; 1,775E1; -1,829E0; 3,710E0; -5,538E-1; -5,343E1; ; ; ;; ; ; ;; ; ; ;
1067; 1,777E1; -1,840E0; 2,756E0; -6,580E-1; -5,725E1; ; ; ;; ; ; ;; ; ; ;
1068; 1,779E1; -1,831E0; 1,718E0; 5,495E-1; -6,224E1; ; ; ;; ; ; ;; ; ; ;
1069; 1,780E1; -1,825E0; 6,347E-1; 3,437E-1; -6,500E1; ; ; ;; ; ; ;; ; ; ;
1070; 1,782E1; -1,818E0; -4,992E-1; 3,953E-1; -6,801E1; ; ; ;; ; ; ;; ; ; ;
1071; 1,784E1; -1,805E0; -1,651E0; 8,067E-1; -6,912E1; ; ; ;; ; ; ;; ; ; ;
1072; 1,785E1; -1,831E0; -2,783E0; -1,568E0; -6,786E1; ; ; ;; ; ; ;; ; ; ;
1073; 1,787E1; -1,826E0; -3,881E0; 3,055E-1; -6,587E1; ; ; ;; ; ; ;; ; ; ;
1074; 1,789E1; -1,814E0; -4,953E0; 7,437E-1; -6,432E1; ; ; ;; ; ; ;; ; ; ;
1075; 1,790E1; -1,792E0; -6,003E0; 1,322E0; -6,300E1; ; ; ;; ; ; ;; ; ; ;
1076; 1,792E1; -1,749E0; -6,963E0; 2,550E0; -5,756E1; ; ; ;; ; ; ;; ; ; ;
1077; 1,794E1; -1,722E0; -7,851E0; 1,613E0; -5,327E1; ; ; ;; ; ; ;; ; ; ;
1078; 1,795E1; -1,677E0; -8,657E0; 2,682E0; -4,835E1; ; ; ;; ; ; ;; ; ; ;
1079; 1,797E1; -1,569E0; -9,936E0; 6,525E0; -7,671E1; ; ; ;; ; ; ;; ; ; ;
1080; 1,799E1; -1,541E0; -1,039E1; 1,641E0; -2,708E1; ; ; ;; ; ; ;; ; ; ;
1081; 1,800E1; -1,492E0; -1,073E1; 2,954E0; -2,040E1; ; ; ;; ; ; ;; ; ; ;
1082; 1,802E1; -1,443E0; -1,091E1; 2,949E0; -1,117E1; ; ; ;; ; ; ;; ; ; ;
1083; 1,804E1; -1,424E0; -1,096E1; 1,157E0; -3,010E0; ; ; ;; ; ; ;; ; ; ;
1084; 1,806E1; -1,363E0; -1,088E1; 3,608E0; 4,855E0; ; ; ;; ; ; ;; ; ; ;
1085; 1,807E1; -1,286E0; -1,067E1; 4,627E0; 1,280E1; ; ; ;; ; ; ;; ; ; ;
1086; 1,809E1; -1,236E0; -1,032E1; 3,014E0; 2,087E1; ; ; ;; ; ; ;; ; ; ;
1087; 1,811E1; -1,196E0; -9,837E0; 2,431E0; 2,908E1; ; ; ;; ; ; ;; ; ; ;
1088; 1,812E1; -1,148E0; -9,243E0; 2,846E0; 3,563E1; ; ; ;; ; ; ;; ; ; ;
1089; 1,814E1; -1,093E0; -8,536E0; 3,281E0; 4,239E1; ; ; ;; ; ; ;; ; ; ;
1090; 1,816E1; -1,058E0; -7,706E0; 2,131E0; 4,979E1; ; ; ;; ; ; ;; ; ; ;
1091; 1,817E1; -1,028E0; -6,825E0; 1,771E0; 5,286E1; ; ; ;; ; ; ;; ; ; ;
1092; 1,819E1; -9,855E-1; -5,865E0; 2,573E0; 5,760E1; ; ; ;; ; ; ;; ; ; ;
1093; 1,821E1; -9,565E-1; -4,834E0; 1,739E0; 6,180E1; ; ; ;; ; ; ;; ; ; ;
1094; 1,822E1; -9,143E-1; -3,745E0; 2,532E0; 6,533E1; ; ; ;; ; ; ;; ; ; ;
1095; 1,824E1; -8,803E-1; -2,649E0; 2,037E0; 6,572E1; ; ; ;; ; ; ;; ; ; ;
1096; 1,826E1; -8,220E-1; -1,560E0; 3,498E0; 6,537E1; ; ; ;; ; ; ;; ; ; ;
1097; 1,827E1; -7,821E-1; -4,731E-1; 2,390E0; 6,517E1; ; ; ;; ; ; ;; ; ; ;
1098; 1,829E1; -7,896E-1; 6,165E-1; -4,483E-1; 6,535E1; ; ; ;; ; ; ;; ; ; ;
1099; 1,831E1; -7,411E-1; 1,644E0; 2,911E0; 6,162E1; ; ; ;; ; ; ;; ; ; ;
1100; 1,832E1; -7,525E-1; 2,646E0; -6,846E-1; 6,013E1; ; ; ;; ; ; ;; ; ; ;
1101; 1,834E1; -7,451E-1; 3,576E0; 4,426E-1; 5,575E1; ; ; ;; ; ; ;; ; ; ;
1102; 1,836E1; -7,279E-1; 4,425E0; 1,031E0; 5,096E1; ; ; ;; ; ; ;; ; ; ;
1103; 1,837E1; -7,454E-1; 5,174E0; -1,047E0; 4,491E1; ; ; ;; ; ; ;; ; ; ;
1104; 1,839E1; -7,392E-1; 5,823E0; 3,688E-1; 3,892E1; ; ; ;; ; ; ;; ; ; ;
1105; 1,841E1; -7,543E-1; 6,376E0; -9,046E-1; 3,317E1; ; ; ;; ; ; ;; ; ; ;
1106; 1,842E1; -7,710E-1; 6,809E0; -1,001E0; 2,595E1; ; ; ;; ; ; ;; ; ; ;
1107; 1,844E1; -7,807E-1; 7,123E0; -5,830E-1; 1,884E1; ; ; ;; ; ; ;; ; ; ;
1108; 1,846E1; -7,951E-1; 7,322E0; -8,593E-1; 1,194E1; ; ; ;; ; ; ;; ; ; ;
1109; 1,847E1; -7,989E-1; 7,387E0; -2,311E-1; 3,927E0; ; ; ;; ; ; ;; ; ; ;
1110; 1,849E1; -8,189E-1; 7,343E0; -1,199E0; -2,668E0; ; ; ;; ; ; ;; ; ; ;
1111; 1,851E1; -8,490E-1; 7,172E0; -1,806E0; -1,025E1; ; ; ;; ; ; ;; ; ; ;
1112; 1,852E1; -8,802E-1; 6,874E0; -1,867E0; -1,788E1; ; ; ;; ; ; ;; ; ; ;
1113; 1,854E1; -9,148E-1; 6,460E0; -2,079E0; -2,480E1; ; ; ;; ; ; ;; ; ; ;
1114; 1,856E1; -9,419E-1; 5,924E0; -1,625E0; -3,220E1; ; ; ;; ; ; ;; ; ; ;
1115; 1,857E1; -9,829E-1; 5,292E0; -2,461E0; -3,789E1; ; ; ;; ; ; ;; ; ; ;
1116; 1,859E1; -1,027E0; 4,557E0; -2,673E0; -4,406E1; ; ; ;; ; ; ;; ; ; ;
1117; 1,861E1; -1,081E0; 3,714E0; -3,188E0; -5,061E1; ; ; ;; ; ; ;; ; ; ;
1118; 1,862E1; -1,132E0; 2,814E0; -3,104E0; -5,398E1; ; ; ;; ; ; ;; ; ; ;
1119; 1,864E1; -1,158E0; 1,804E0; -1,509E0; -6,056E1; ; ; ;; ; ; ;; ; ; ;
1120; 1,866E1; -1,224E0; 7,685E-1; -4,003E0; -6,212E1; ; ; ;; ; ; ;; ; ; ;
1121; 1,867E1; -1,290E0; -3,277E-1; -3,964E0; -6,575E1; ; ; ;; ; ; ;; ; ; ;
1122; 1,869E1; -1,348E0; -1,455E0; -3,448E0; -6,763E1; ; ; ;; ; ; ;; ; ; ;
1123; 1,871E1; -1,410E0; -2,568E0; -3,731E0; -6,675E1; ; ; ;; ; ; ;; ; ; ;
1124; 1,872E1; -1,476E0; -3,692E0; -3,973E0; -6,741E1; ; ; ;; ; ; ;; ; ; ;
1125; 1,874E1; -1,512E0; -4,756E0; -2,155E0; -6,384E1; ; ; ;; ; ; ;; ; ; ;
1126; 1,876E1; -1,568E0; -5,780E0; -3,375E0; -6,141E1; ; ; ;; ; ; ;; ; ; ;
1127; 1,877E1; -1,626E0; -6,763E0; -3,460E0; -5,900E1; ; ; ;; ; ; ;; ; ; ;
1128; 1,879E1; -1,661E0; -7,683E0; -2,080E0; -5,518E1; ; ; ;; ; ; ;; ; ; ;
1129; 1,881E1; -1,695E0; -8,497E0; -2,045E0; -4,881E1; ; ; ;; ; ; ;; ; ; ;
1130; 1,882E1; -1,727E0; -9,224E0; -1,951E0; -4,361E1; ; ; ;; ; ; ;; ; ; ;
1131; 1,884E1; -1,776E0; -9,843E0; -2,922E0; -3,715E1; ; ; ;; ; ; ;; ; ; ;
1132; 1,886E1; -1,820E0; -1,034E1; -2,631E0; -2,964E1; ; ; ;; ; ; ;; ; ; ;
1133; 1,887E1; -1,855E0; -1,070E1; -2,072E0; -2,189E1; ; ; ;; ; ; ;; ; ; ;
1134; 1,889E1; -1,875E0; -1,093E1; -1,231E0; -1,383E1; ; ; ;; ; ; ;; ; ; ;
1135; 1,891E1; -1,893E0; -1,103E1; -1,062E0; -5,594E0; ; ; ;; ; ; ;; ; ; ;
1136; 1,892E1; -1,907E0; -1,098E1; -8,658E-1; 2,669E0; ; ; ;; ; ; ;; ; ; ;
1137; 1,894E1; -1,925E0; -1,079E1; -1,069E0; 1,137E1; ; ; ;; ; ; ;; ; ; ;
1138; 1,896E1; -1,956E0; -1,046E1; -1,838E0; 1,993E1; ; ; ;; ; ; ;; ; ; ;
1139; 1,897E1; -1,980E0; -1,000E1; -1,488E0; 2,730E1; ; ; ;; ; ; ;; ; ; ;
1140; 1,899E1; -1,990E0; -9,422E0; -5,427E-1; 3,498E1; ; ; ;; ; ; ;; ; ; ;
1141; 1,901E1; -1,991E0; -8,733E0; -7,549E-2; 4,130E1; ; ; ;; ; ; ;; ; ; ;
1142; 1,902E1; -1,981E0; -7,935E0; 5,862E-1; 4,785E1; ; ; ;; ; ; ;; ; ; ;
1143; 1,904E1; -1,968E0; -7,058E0; 8,030E-1; 5,266E1; ; ; ;; ; ; ;; ; ; ;
1144; 1,906E1; -1,968E0; -6,096E0; -1,929E-2; 5,767E1; ; ; ;; ; ; ;; ; ; ;
1145; 1,907E1; -1,965E0; -5,060E0; 2,068E-1; 6,217E1; ; ; ;; ; ; ;; ; ; ;
1146; 1,909E1; -1,942E0; -4,009E0; 1,379E0; 6,300E1; ; ; ;; ; ; ;; ; ; ;
1147; 1,911E1; -1,910E0; -2,891E0; 1,893E0; 6,706E1; ; ; ;; ; ; ;; ; ; ;
1148; 1,912E1; -1,874E0; -1,793E0; 2,139E0; 6,589E1; ; ; ;; ; ; ;; ; ; ;
1149; 1,914E1; -1,858E0; -6,894E-1; 9,520E-1; 6,619E1; ; ; ;; ; ; ;; ; ; ;
1150; 1,916E1; -1,811E0; 4,195E-1; 2,846E0; 6,651E1; ; ; ;; ; ; ;; ; ; ;
1151; 1,917E1; -1,763E0; 1,450E0; 2,861E0; 6,181E1; ; ; ;; ; ; ;; ; ; ;
1152; 1,919E1; -1,751E0; 2,461E0; 7,640E-1; 6,063E1; ; ; ;; ; ; ;; ; ; ;
1153; 1,921E1; -1,686E0; 3,386E0; 3,846E0; 5,547E1; ; ; ;; ; ; ;; ; ; ;
1154; 1,922E1; -1,659E0; 4,257E0; 1,658E0; 5,227E1; ; ; ;; ; ; ;; ; ; ;
1155; 1,924E1; -1,619E0; 5,016E0; 2,367E0; 4,556E1; ; ; ;; ; ; ;; ; ; ;
1156; 1,926E1; -1,579E0; 5,684E0; 2,428E0; 4,002E1; ; ; ;; ; ; ;; ; ; ;
1157; 1,927E1; -1,538E0; 6,243E0; 2,465E0; 3,353E1; ; ; ;; ; ; ;; ; ; ;
1158; 1,929E1; -1,497E0; 6,690E0; 2,425E0; 2,682E1; ; ; ;; ; ; ;; ; ; ;
1159; 1,931E1; -1,455E0; 7,020E0; 2,567E0; 1,984E1; ; ; ;; ; ; ;; ; ; ;
1160; 1,932E1; -1,413E0; 7,238E0; 2,499E0; 1,307E1; ; ; ;; ; ; ;; ; ; ;
1161; 1,934E1; -1,381E0; 7,325E0; 1,919E0; 5,219E0; ; ; ;; ; ; ;; ; ; ;
1162; 1,936E1; -1,349E0; 7,291E0; 1,939E0; -2,073E0; ; ; ;; ; ; ;; ; ; ;
1163; 1,937E1; -1,307E0; 7,137E0; 2,485E0; -9,249E0; ; ; ;; ; ; ;; ; ; ;
1164; 1,939E1; -1,274E0; 6,851E0; 1,963E0; -1,713E1; ; ; ;; ; ; ;; ; ; ;
1165; 1,941E1; -1,246E0; 6,464E0; 1,695E0; -2,319E1; ; ; ;; ; ; ;; ; ; ;
1166; 1,942E1; -1,218E0; 5,953E0; 1,685E0; -3,069E1; ; ; ;; ; ; ;; ; ; ;
1167; 1,944E1; -1,180E0; 5,341E0; 2,272E0; -3,670E1; ; ; ;; ; ; ;; ; ; ;
1168; 1,946E1; -1,156E0; 4,631E0; 1,474E0; -4,259E1; ; ; ;; ; ; ;; ; ; ;
1169; 1,947E1; -1,134E0; 3,798E0; 1,302E0; -4,994E1; ; ; ;; ; ; ;; ; ; ;
1170; 1,949E1; -1,111E0; 2,900E0; 1,371E0; -5,390E1; ; ; ;; ; ; ;; ; ; ;
1171; 1,951E1; -1,094E0; 1,937E0; 1,045E0; -5,773E1; ; ; ;; ; ; ;; ; ; ;
1172; 1,952E1; -1,077E0; 9,130E-1; 1,019E0; -6,144E1; ; ; ;; ; ; ;; ; ; ;
1173; 1,954E1; -1,081E0; -1,663E-1; -2,661E-1; -6,474E1; ; ; ;; ; ; ;; ; ; ;
1174; 1,956E1; -1,088E0; -1,269E0; -3,875E-1; -6,614E1; ; ; ;; ; ; ;; ; ; ;
1175; 1,957E1; -1,096E0; -2,391E0; -5,206E-1; -6,734E1; ; ; ;; ; ; ;; ; ; ;
1176; 1,959E1; -1,090E0; -3,487E0; 3,718E-1; -6,574E1; ; ; ;; ; ; ;; ; ; ;
1177; 1,961E1; -1,094E0; -4,547E0; -2,214E-1; -6,353E1; ; ; ;; ; ; ;; ; ; ;
1178; 1,962E1; -1,089E0; -5,581E0; 2,655E-1; -6,208E1; ; ; ;; ; ; ;; ; ; ;
1179; 1,964E1; -1,078E0; -6,550E0; 6,975E-1; -5,811E1; ; ; ;; ; ; ;; ; ; ;
1180; 1,966E1; -1,097E0; -7,440E0; -1,191E0; -5,337E1; ; ; ;; ; ; ;; ; ; ;
1181; 1,967E1; -1,092E0; -8,252E0; 3,097E-1; -4,871E1; ; ; ;; ; ; ;; ; ; ;
1182; 1,969E1; -1,105E0; -8,983E0; -7,554E-1; -4,386E1; ; ; ;; ; ; ;; ; ; ;
1183; 1,971E1; -1,120E0; -9,599E0; -8,929E-1; -3,694E1; ; ; ;; ; ; ;; ; ; ;
1184; 1,972E1; -1,142E0; -1,009E1; -1,302E0; -2,964E1; ; ; ;; ; ; ;; ; ; ;
1185; 1,974E1; -1,173E0; -1,048E1; -1,866E0; -2,335E1; ; ; ;; ; ; ;; ; ; ;
1186; 1,976E1; -1,175E0; -1,073E1; -1,412E-1; -1,463E1; ; ; ;; ; ; ;; ; ; ;
1187; 1,977E1; -1,210E0; -1,085E1; -2,106E0; -7,366E0; ; ; ;; ; ; ;; ; ; ;
1188; 1,979E1; -1,224E0; -1,084E1; -8,110E-1; 5,095E-1; ; ; ;; ; ; ;; ; ; ;
1189; 1,981E1; -1,256E0; -1,070E1; -1,944E0; 8,567E0; ; ; ;; ; ; ;; ; ; ;
1190; 1,982E1; -1,279E0; -1,042E1; -1,386E0; 1,641E1; ; ; ;; ; ; ;; ; ; ;
1191; 1,984E1; -1,335E0; -1,002E1; -3,331E0; 2,448E1; ; ; ;; ; ; ;; ; ; ;
1192; 1,986E1; -1,374E0; -9,488E0; -2,354E0; 3,169E1; ; ; ;; ; ; ;; ; ; ;
1193; 1,987E1; -1,403E0; -8,843E0; -1,720E0; 3,868E1; ; ; ;; ; ; ;; ; ; ;
1194; 1,989E1; -1,447E0; -8,096E0; -2,676E0; 4,479E1; ; ; ;; ; ; ;; ; ; ;
1195; 1,991E1; -1,475E0; -7,257E0; -1,691E0; 5,035E1; ; ; ;; ; ; ;; ; ; ;
1196; 1,992E1; -1,511E0; -6,321E0; -2,156E0; 5,612E1; ; ; ;; ; ; ;; ; ; ;
1197; 1,994E1; -1,555E0; -5,327E0; -2,625E0; 5,962E1; ; ; ;; ; ; ;; ; ; ;
1198; 1,996E1; -1,582E0; -4,283E0; -1,596E0; 6,264E1; ; ; ;; ; ; ;; ; ; ;
1199; 1,997E1; -1,633E0; -3,202E0; -3,102E0; 6,482E1; ; ; ;; ; ; ;; ; ; ;
1200; 1,999E1; -1,666E0; -2,089E0; -1,933E0; 6,679E1; ; ; ;; ; ; ;; ; ; ;
1201; 2,001E1; -1,695E0; -9,871E-1; -1,732E0; 6,609E1; ; ; ;; ; ; ;; ; ; ;
1202; 2,002E1; -1,718E0; 1,395E-1; -1,413E0; 6,757E1; ; ; ;; ; ; ;; ; ; ;
1203; 2,004E1; -1,749E0; 1,193E0; -1,877E0; 6,319E1; ; ; ;; ; ; ;; ; ; ;
1204; 2,006E1; -1,779E0; 2,223E0; -1,771E0; 6,178E1; ; ; ;; ; ; ;; ; ; ;
1205; 2,007E1; -1,812E0; 3,191E0; -2,004E0; 5,806E1; ; ; ;; ; ; ;; ; ; ;
1206; 2,009E1; -1,844E0; 4,076E0; -1,904E0; 5,307E1; ; ; ;; ; ; ;; ; ; ;
1207; 2,011E1; -1,863E0; 4,874E0; -1,141E0; 4,787E1; ; ; ;; ; ; ;; ; ; ;
1208; 2,012E1; -1,885E0; 5,567E0; -1,290E0; 4,157E1; ; ; ;; ; ; ;; ; ; ;
1209; 2,014E1; -1,911E0; 6,158E0; -1,568E0; 3,545E1; ; ; ;; ; ; ;; ; ; ;
1210; 2,016E1; -1,926E0; 6,631E0; -9,407E-1; 2,841E1; ; ; ;; ; ; ;; ; ; ;
1211; 2,017E1; -1,945E0; 7,000E0; -1,123E0; 2,213E1; ; ; ;; ; ; ;; ; ; ;
1212; 2,019E1; -1,960E0; 7,242E0; -9,139E-1; 1,452E1; ; ; ;; ; ; ;; ; ; ;
1213; 2,021E1; -1,982E0; 7,367E0; -1,269E0; 7,485E0; ; ; ;; ; ; ;; ; ; ;
1214; 2,022E1; -1,995E0; 7,363E0; -8,133E-1; -2,672E-1; ; ; ;; ; ; ;; ; ; ;
1215; 2,024E1; -2,021E0; 7,232E0; -1,583E0; -7,827E0; ; ; ;; ; ; ;; ; ; ;
1216; 2,026E1; -2,035E0; 6,982E0; -8,073E-1; -1,502E1; ; ; ;; ; ; ;; ; ; ;
1217; 2,027E1; -2,041E0; 6,600E0; -3,508E-1; -2,288E1; ; ; ;; ; ; ;; ; ; ;
1218; 2,029E1; -2,061E0; 6,102E0; -1,185E0; -2,985E1; ; ; ;; ; ; ;; ; ; ;
1219; 2,031E1; -2,071E0; 5,504E0; -6,470E-1; -3,588E1; ; ; ;; ; ; ;; ; ; ;
1220; 2,032E1; -2,075E0; 4,798E0; -2,359E-1; -4,239E1; ; ; ;; ; ; ;; ; ; ;
1221; 2,034E1; -2,085E0; 3,998E0; -5,611E-1; -4,794E1; ; ; ;; ; ; ;; ; ; ;
1222; 2,036E1; -2,084E0; 3,105E0; 4,545E-2; -5,361E1; ; ; ;; ; ; ;; ; ; ;
1223; 2,037E1; -2,086E0; 2,143E0; -1,568E-1; -5,771E1; ; ; ;; ; ; ;; ; ; ;
1224; 2,039E1; -2,093E0; 1,116E0; -3,770E-1; -6,157E1; ; ; ;; ; ; ;; ; ; ;
1225; 2,041E1; -2,097E0; 3,671E-2; -2,431E-1; -6,474E1; ; ; ;; ; ; ;; ; ; ;
1226; 2,042E1; -2,088E0; -1,101E0; 5,280E-1; -6,824E1; ; ; ;; ; ; ;; ; ; ;
1227; 2,044E1; -2,096E0; -2,215E0; -4,666E-1; -6,685E1; ; ; ;; ; ; ;; ; ; ;
1228; 2,046E1; -2,088E0; -3,309E0; 4,903E-1; -6,559E1; ; ; ;; ; ; ;; ; ; ;
1229; 2,047E1; -2,083E0; -4,373E0; 2,547E-1; -6,385E1; ; ; ;; ; ; ;; ; ; ;
1230; 2,049E1; -2,057E0; -5,421E0; 1,590E0; -6,282E1; ; ; ;; ; ; ;; ; ; ;
